target,threshold,balanced_accuracy,f1
target_J,0.195,0.5,0.5689418231791114
target_J,0.19999999999999996,0.5,0.5689418231791114
target_J,0.20499999999999996,0.5,0.5689418231791114
target_J,0.20999999999999996,0.5,0.5689418231791114
target_J,0.21499999999999997,0.5,0.5689418231791114
target_J,0.21999999999999997,0.5,0.5689418231791114
target_J,0.22499999999999998,0.5,0.5689418231791114
target_J,0.22999999999999998,0.5,0.5689418231791114
target_J,0.235,0.5,0.5689418231791114
target_J,0.24,0.5,0.5689418231791114
target_J,0.245,0.5,0.5689418231791114
target_J,0.24999999999999994,0.5,0.5689418231791114
target_J,0.25499999999999995,0.5,0.5689418231791114
target_J,0.25999999999999995,0.5,0.5689418231791114
target_J,0.26499999999999996,0.5,0.5689418231791114
target_J,0.26999999999999996,0.5,0.5689418231791114
target_J,0.27499999999999997,0.5,0.5689418231791114
target_J,0.27999999999999997,0.5,0.5689418231791114
target_J,0.285,0.5,0.5689418231791114
target_J,0.29,0.5,0.5689418231791114
target_J,0.295,0.5,0.5689418231791114
target_J,0.3,0.5,0.5689418231791114
target_J,0.30499999999999994,0.5,0.5689418231791114
target_J,0.30999999999999994,0.5,0.5689418231791114
target_J,0.31499999999999995,0.5,0.5689418231791114
target_J,0.31999999999999995,0.5,0.5689418231791114
target_J,0.32499999999999996,0.5,0.5689418231791114
target_J,0.32999999999999996,0.5,0.5689418231791114
target_J,0.33499999999999996,0.5,0.5689418231791114
target_J,0.33999999999999997,0.5,0.5689418231791114
target_J,0.3449999999999999,0.5,0.5689418231791114
target_J,0.3499999999999999,0.5,0.5689418231791114
target_J,0.3549999999999999,0.5,0.5689418231791114
target_J,0.35999999999999993,0.5,0.5689418231791114
target_J,0.36499999999999994,0.5,0.5689418231791114
target_J,0.36999999999999994,0.5,0.5689418231791114
target_J,0.37499999999999994,0.5,0.5689418231791114
target_J,0.37999999999999995,0.5,0.5689418231791114
target_J,0.38499999999999995,0.5,0.5689418231791114
target_J,0.38999999999999996,0.5,0.5689418231791114
